iter	Logloss
486	0.02604073497
487	0.02602170458
488	0.02591095904
489	0.02576099893
490	0.02568073936
491	0.02566048219
492	0.02561134385
493	0.02558370652
494	0.02536794873
495	0.02528853381
496	0.02521224956
497	0.02513974021
498	0.02501930537
499	0.02493103556
500	0.02487403443
501	0.02484806793
502	0.02475534547
503	0.02468092788
504	0.02464140943
505	0.02460282556
506	0.02453183597
507	0.02449857487
508	0.02440511653
509	0.02439782424
510	0.02435241521
511	0.02430761362
512	0.02416603121
513	0.02412314253
514	0.02404435277
515	0.02403185541
516	0.02399545339
517	0.0239758713
518	0.02383596023
519	0.02376211248
520	0.02372179991
521	0.02361282471
522	0.02358646787
523	0.02351583337
524	0.02349170116
525	0.02342865666
526	0.0233426995
527	0.02329363873
528	0.02316204028
529	0.02307561337
530	0.02290423721
531	0.02290093539
532	0.02283881758
533	0.0228102182
534	0.02266697761
535	0.02255049113
536	0.0224170858
537	0.02230712392
538	0.02222731089
539	0.02219189972
540	0.02218518284
541	0.02216219409
542	0.02212099955
543	0.02211920542
544	0.02200977535
545	0.02196511287
546	0.02188179609
547	0.0218465893
548	0.02183662972
549	0.02177454363
550	0.02166561753
551	0.02161349565
552	0.02156180461
553	0.02152900036
554	0.02143263752
555	0.02141994648
556	0.02135279817
557	0.02132510658
558	0.02127755874
559	0.02122065657
560	0.0211378509
561	0.02113678054
562	0.02105596092
563	0.02101398351
564	0.02092873361
565	0.02085432739
566	0.02081870133
567	0.02079997645
568	0.02072369205
569	0.02064596389
570	0.02057893362
571	0.02047921876
572	0.02036075302
573	0.02034919328
574	0.02028234493
575	0.02019060488
576	0.02011733924
577	0.02005282423
578	0.02000867495
579	0.01998228841
580	0.01995870503
581	0.01995578214
582	0.01984084151
583	0.01983571895
584	0.01979308748
585	0.01973172507
586	0.01967065839
587	0.01964963308
588	0.01961922698
589	0.01959047068
590	0.01952283025
591	0.01941735886
592	0.01937508588
593	0.019354803
594	0.01930127357
595	0.01928680187
596	0.01919083019
597	0.0191370062
598	0.01911614356
599	0.01905233465
600	0.01905118908
601	0.01899117755
602	0.01893388789
603	0.01889749303
604	0.01883855057
605	0.01882699702
606	0.018802948
607	0.01878088394
608	0.01867677341
609	0.01855993742
610	0.0184895984
611	0.01845534051
612	0.01834863076
613	0.0182647952
614	0.01820547425
615	0.01820205758
616	0.01819986854
617	0.01812704776
618	0.01810301208
619	0.01810115557
620	0.01802807333
621	0.01801481005
622	0.01797593863
623	0.01796596938
624	0.01789752247
625	0.01788407657
626	0.01781459322
627	0.01779323444
628	0.01770159325
629	0.01770058915
630	0.01767245784
631	0.0175745834
632	0.01747398215
633	0.01740431922
634	0.01736620935
635	0.01728406843
636	0.01723055236
637	0.01715542278
638	0.01714495745
639	0.01712438522
640	0.01705339355
641	0.01696521357
642	0.01695298305
643	0.01694345786
644	0.01690293667
645	0.0168907959
646	0.01687305625
647	0.01681761257
648	0.01679363118
649	0.01673971863
650	0.01671955899
651	0.01670019224
652	0.0166577558
653	0.01658779501
654	0.01658702426
655	0.01656362412
656	0.01651480032
657	0.01648742412
658	0.01645480409
659	0.01637928234
660	0.0163098375
661	0.01627086264
662	0.01626011921
663	0.01624387564
664	0.01621793759
665	0.01615936453
666	0.01608251526
667	0.01603752665
668	0.01603215086
669	0.0159816428
670	0.01596923172
671	0.01587219652
672	0.01581927
673	0.01579983748
674	0.01573437476
675	0.01570627806
676	0.01566810778
677	0.01561851927
678	0.01560790373
679	0.01554792
680	0.01548509306
681	0.01547741972
682	0.01544054208
683	0.01539488632
684	0.01536606595
685	0.01534238546
686	0.01528222223
687	0.01526552291
688	0.01526134556
689	0.01522333333
690	0.01519467917
691	0.01519297898
692	0.01518305949
693	0.01513926399
694	0.01512444273
695	0.01509870462
696	0.01502402541
697	0.01498677791
698	0.01494187077
699	0.01494110357
700	0.01493778714
701	0.01486441138
702	0.01480617207
703	0.01479815007
704	0.01478740794
705	0.01468354042
706	0.01464664623
707	0.0146255178
708	0.01459743066
709	0.01455881557
710	0.01450803243
711	0.0144895233
712	0.01446301199
713	0.01442071433
714	0.01438458073
715	0.01435442186
716	0.0143469629
717	0.01433667634
718	0.01429624577
719	0.01426187355
720	0.01424734163
721	0.01424731295
722	0.01416637548
723	0.01415299419
724	0.01413110583
725	0.01411095303
726	0.01409906294
727	0.01406096331
728	0.01400913048
729	0.01399743392
730	0.01397138804
731	0.01394867058
732	0.01391498115
733	0.01389734178
734	0.01389303373
735	0.01387854527
736	0.01385606826
737	0.01384795566
738	0.01380738384
739	0.01378373146
740	0.0137695989
741	0.01373764004
742	0.01373382347
743	0.01368644717
744	0.01366956799
745	0.013638377
746	0.01363653105
747	0.0135995116
748	0.01351698116
749	0.01348250792
750	0.01345701295
751	0.01343605189
752	0.01339916632
753	0.01336247522
754	0.01334294999
755	0.01331069569
756	0.01327424448
757	0.01325886248
758	0.01322638728
759	0.0132121364
760	0.01319668121
761	0.01317423744
762	0.01311032545
763	0.01307509997
764	0.01307018077
765	0.0130528332
766	0.01300376972
767	0.01297615902
768	0.01294660311
769	0.01293671516
770	0.01291324556
771	0.01291182178
772	0.01289977973
773	0.01287171287
774	0.01284860607
775	0.01280991191
776	0.01279914558
777	0.01275823259
778	0.01275508199
779	0.01273770141
780	0.01271838007
781	0.01267598826
782	0.01261998604
783	0.01259600447
784	0.01257295175
785	0.012540858
786	0.01250778335
787	0.0124813748
788	0.0124471741
789	0.01244629717
790	0.0124169759
791	0.01239864317
792	0.01238383975
793	0.01233037566
794	0.01230417122
795	0.01229925126
796	0.01223326044
797	0.0121864053
798	0.01217002247
799	0.01216547809
800	0.0121461884
801	0.01212874521
802	0.01205925319
803	0.0120454455
804	0.01200479175
805	0.01199667617
806	0.01199475731
807	0.01198901839
808	0.01196219477
809	0.01189689882
810	0.01189563841
811	0.01187977607
812	0.01181804967
813	0.01178586677
814	0.01176181649
815	0.01171868805
816	0.01166354572
817	0.0116481531
818	0.01161523382
819	0.01155873184
820	0.01153928924
821	0.01153838154
822	0.01152080037
823	0.01147078468
824	0.01146079055
825	0.0114322265
826	0.01140971023
827	0.01139625752
828	0.01137134769
829	0.0113431682
830	0.01129612954
831	0.01125702747
832	0.01123608338
833	0.01118837724
834	0.0111591599
835	0.01115056703
836	0.01112310066
837	0.01109309023
838	0.01108073997
839	0.01107817345
840	0.01107570968
841	0.01104191269
842	0.01101487154
843	0.01101157782
844	0.01097586671
845	0.01095576043
846	0.01093344985
847	0.01093188658
848	0.01093087632
849	0.01091837764
850	0.01088936091
851	0.01086847088
852	0.01084359185
853	0.0108400546
854	0.01080336587
855	0.01076324361
856	0.01076038038
857	0.01075121861
858	0.01072349631
859	0.01070198113
860	0.01066552352
861	0.010647606
862	0.01059728067
863	0.01057916366
864	0.01057851576
865	0.01057699403
866	0.01054899283
867	0.01052233492
868	0.01050695407
869	0.01047671045
870	0.01047608186
871	0.01045591324
872	0.01042217204
873	0.01039872494
874	0.01038988119
875	0.01035924004
876	0.01033654153
877	0.01031408228
878	0.01027725423
879	0.01027169622
880	0.01025078592
881	0.01023524022
882	0.01021639018
883	0.01020076214
884	0.01019174534
885	0.01016883745
886	0.01015314093
887	0.01014375606
888	0.01014260931
889	0.0101279176
890	0.010113806
891	0.01010171511
892	0.01009976589
893	0.01009267197
894	0.01006553759
895	0.01004821768
896	0.01004657231
897	0.01003447096
898	0.01002721068
899	0.01002573324
900	0.01002068437
901	0.01001163578
902	0.01000117989
903	0.009989008602
904	0.009965226995
905	0.009965006197
906	0.009938124662
907	0.009929758468
908	0.009918892839
909	0.009901882666
910	0.009894856683
911	0.009882158424
912	0.009862043037
913	0.009853917129
914	0.009826748262
915	0.009802275827
916	0.009789993941
917	0.009787635598
918	0.009761781552
919	0.009730357656
920	0.00972323904
921	0.009713755249
922	0.009705487907
923	0.009700976343
924	0.009681011009
925	0.009655717361
926	0.00964474339
927	0.009627374172
928	0.00960746966
929	0.009593599416
930	0.009569917242
931	0.00956531981
932	0.009538651414
933	0.009509771195
934	0.009491301775
935	0.009473376858
936	0.009454873281
937	0.009454894868
938	0.009434200176
939	0.009431391661
940	0.009418321108
941	0.00941669875
942	0.009396422443
943	0.009355137788
944	0.00935379245
945	0.009330987133
946	0.009320357028
947	0.009307403681
948	0.009279769976
949	0.009261824905
950	0.00925463496
951	0.009233145753
952	0.009224603733
953	0.009218769844
954	0.009200524591
955	0.009186989627
956	0.009167158335
957	0.009148735409
958	0.009144442181
959	0.009132311259
960	0.009112749754
961	0.009106029374
962	0.009063953493
963	0.009059899678
964	0.009040381986
965	0.009023277397
966	0.009002040963
967	0.00900103384
968	0.008998369304
969	0.008990106612
970	0.00894458497
971	0.008935994486
972	0.008912091263
973	0.008901942764
974	0.008901329293
975	0.00889398772
976	0.008885436097
977	0.008884816468
978	0.0088717967
979	0.008852779214
980	0.00883129089
981	0.008811193157
982	0.00881054152
983	0.008775973905
984	0.00877069659
985	0.008763393837
986	0.00874358727
987	0.008735365731
988	0.00868820251
989	0.008668487878
990	0.008666825975
991	0.008657253501
992	0.008627764261
993	0.008605510804
994	0.008595040375
995	0.008575720614
996	0.008541873039
997	0.008526436794
998	0.008525739026
999	0.00850806775
